country,city,street_name,street_number,postal_code
Canada,Middleton,Upham,8,K9V
Philippines,Batan,Eagan,64,5615
Nigeria,Rahama,Stoughton,70,
Russia,Kostino,Farmco,878,613060
Ethiopia,Ādīs Zemen,Blaine,3,
Puerto Rico,Ponce,Carioca,39752,00731
Thailand,Pathum Ratchawongsa,Golden Leaf,5444,37180
Netherlands,Breda,Wayridge,0,4809
Japan,Sakura,Village,782,989-2433
Indonesia,Gersikputih Tengah,Green Ridge,31,
Egypt,Jirjā,Eagle Crest,77,
United States,Memphis,Drewry,6,38150
Brazil,Horizonte,Daystar,689,62880-000
Vietnam,Cần Giờ,Summerview,79108,
France,Nancy,Ridgeway,9763,54021 CEDEX
United States,Sioux Falls,Iowa,0,57105
Philippines,Santa Teresita,Laurel,80,4206
Germany,München,Golf,0,80686
Israel,El Fureidīs,Kennedy,12522,
Thailand,Wichit,Karstens,43142,83120
Sweden,Västerås,Village,94,720 16
China,Wangcun,Eastwood,43,
Philippines,Sabtang,Londonderry,731,3904
Dominican Republic,Matanzas,Knutson,54119,11904
Mongolia,Mönhbulag,Arapahoe,9,
Russia,Yelizavetinskoye,Monument,792,356407
Philippines,Maulawin,Armistice,44,5105
Poland,Prostki,Basil,2582,19-335
Argentina,Embarcación,Nevada,28558,4550
Brazil,Raposos,Eliot,38,34400-000
Afghanistan,Ţāqchah Khānah,Lakewood Gardens,7,
Indonesia,Kiukasen,Marquette,36708,
Venezuela,Carrizal,Stone Corner,925,
Venezuela,Ciudad Bolivia,Erie,70026,
Malaysia,Kuala Lumpur,Darwin,45,50902
Colombia,Guachucal,Meadow Vale,98,524588
United States,Springfield,Kipling,38,65898
United States,Springfield,East,7278,62723
Poland,Mircze,Columbus,6873,22-530
South Africa,Tzaneen,Derek,38,0876
France,Niort,Forster,11260,79099 CEDEX 9
Brazil,Quatá,Mariners Cove,24885,19780-000
Serbia,Belgrade,Colorado,534,
Portugal,Livramento,Scoville,63984,2765-366
United States,Greensboro,Ridgeview,8,27415
Peru,Andahuaylillas,Fuller,94155,
Serbia,Sremčica,Dorton,5734,
Indonesia,Banyubang,Bluejay,5,
Vietnam,Bến Tre,Scofield,2,
Albania,Bradashesh,Hagan,179,
China,Dadong,Clove,5002,
China,Daxinshao,Paget,16944,
Poland,Węgliniec,Vera,653,59-940
China,Zengguang,Homewood,7792,
Poland,Rybie,Express,54,05-850
Peru,Huaranchal,Fieldstone,855,
Portugal,Argivai,Mayer,1,4490-204
Nigeria,Bokani,Cody,86084,
China,Haiyu,Brentwood,350,
Russia,Kremenki,Marquette,7674,249185
Czech Republic,Trnava,Farragut,8234,674 01
Peru,Curibaya,Tennyson,3011,
China,Yanggu,Dennis,72705,
Japan,Koga,Roxbury,57484,869-0233
South Africa,Bronkhorstspruit,Pepper Wood,1014,1028
Indonesia,Jongorsari,Glendale,3,
Brazil,Itapeva,Jana,11,18400-000
China,Baolong,Roxbury,0,
Portugal,Murganhal,Mariners Cove,36,2760-040
France,Paris 08,Menomonie,50,75419 CEDEX 08
United States,Augusta,Springview,246,30905
China,Yingpu,Maple Wood,3,
Nigeria,Tambawel,Summer Ridge,10322,
Indonesia,Ciengang,Melvin,26,
Ireland,Balally,Dryden,7053,D04
Armenia,Dzorastan,Harbort,87333,
Portugal,Ferraria,Chive,532,2445-079
Montenegro,Pljevlja,Crownhardt,2,
Hungary,Debrecen,Hermina,59078,4004
China,Canggou,Sunnyside,8,
Yemen,Najd al Jumā‘ī,Iowa,714,
Albania,Konispol,Hansons,68,
Indonesia,Cikananga,Prentice,930,
Serbia,Senta,Trailsway,983,
China,Pucheng,Scott,6335,
Somalia,Bandarbeyla,Clove,11,
Canada,Conception Bay South,Schmedeman,58632,A1X
Mali,Yélimané,Mccormick,18,
Indonesia,Masebewa,Mendota,583,
Colombia,Mistrató,Del Sol,7,664028
China,Dongdu,Packers,988,
Peru,Cocabamba,Washington,2,
Czech Republic,Zásmuky,Grayhawk,95470,281 44
China,Humen,Charing Cross,8098,
Haiti,Carice,Vidon,7650,
Russia,Venëv,Dovetail,0,301320
France,Saint-Jouan-des-Guérets,Bartillon,250,35435 CEDEX
China,Shiyun,Hoffman,6,
Honduras,Marcovia,Shoshone,717,
Poland,Dębowiec,Donald,0,43-426
China,Hebu,Maple Wood,22,
Palestinian Territory,Qaffīn,Gateway,39,
Croatia,Višnjevac,Transport,95789,43226
Russia,Sukhobuzimskoye,Delladonna,50,663040
Philippines,Anao,Longview,5043,2310
Armenia,Aygek,Dakota,53,
China,Yanjiang,Banding,3,
Russia,Kizlyar,Forest Run,60,363720
Ukraine,Zvenyhorodka,Troy,84,
Mexico,Magisterial,Morning,1,47207
Mexico,Vicente Guerrero,Parkside,3,39200
Philippines,San Gregorio,Clyde Gallagher,48648,4325
China,Gaoqiao,Nancy,93,
Philippines,Mabalacat,Stephen,1,2010
Greece,Thymianá,Almo,25,
France,Strasbourg,Lerdahl,46984,67029 CEDEX 1
Argentina,Ingeniero Guillermo N. Juárez,Londonderry,3820,3636
Indonesia,Cimahi,Evergreen,46934,
Greece,Vrachnaíika,Eagan,9163,
Peru,Yanaoca,Talisman,11,
Finland,Kaavi,Upham,28935,73601
Greece,Axioúpoli,Superior,3456,
China,Changshan,Badeau,1845,
Poland,Cisiec,Kings,2,34-383
Mexico,Vista Hermosa,Killdeer,48,93608
Iraq,Ar Ruţbah,Evergreen,8738,
Hungary,Sopron,Texas,2,9404
Russia,Tonkino,Manley,746,612720
China,Pingli,Holy Cross,687,
Portugal,Alfena,Russell,12,4445-005
Honduras,Trujillo,Del Mar,913,
Zimbabwe,Insiza,Laurel,3,
China,Wanliang,Mitchell,6297,
Colombia,Caldono,Hermina,5424,192057
South Africa,Williston,Moland,0,6696
Sweden,Stockholm,Forest Dale,81,103 98
Brazil,Presidente Prudente,Columbus,15,19000-000
Lithuania,Plateliai,Heath,9,90036
Philippines,Puro Pinget,Swallow,7647,2808
South Africa,Koffiefontein,Spohn,13557,9987
Portugal,Arrifes,Thackeray,61,9500-365
Greece,Tílisos,American,32,
China,Lücheng,Buhler,76,
Greece,Kamárai,Kensington,4227,
Philippines,Claver,Di Loreto,6436,8410
Philippines,Bankaw,Kim,4922,1211
Brazil,Juripiranga,Rusk,5,58330-000
Indonesia,Barisan,Monument,3707,
Portugal,Vide,Washington,58,6285-105
Indonesia,Nginjen,Autumn Leaf,39,
China,Wuda,Sycamore,97,
Canada,North Bay,Colorado,8597,P1A
Malaysia,Putrajaya,Esker,773,62606
Indonesia,Kuma,Hoepker,804,
Macedonia,Kukurečani,Troy,5196,7241
Indonesia,Sukasirna,Oak,48509,
Costa Rica,Tejar,Eliot,73,11204
Vanuatu,Port-Vila,Loeprich,39,
Saint Helena,Edinburgh of the Seven Seas,Goodland,81,
Indonesia,Ngawen,Doe Crossing,7,
Czech Republic,Náklo,Garrison,194,783 32
China,Gaocang,Fair Oaks,96,
Indonesia,Botoh,Dorton,84,
China,Pailou,Waubesa,50,
Zimbabwe,Mutoko,3rd,193,
Philippines,Bagong Sikat,Oriole,70059,4903
Philippines,San Luis,Red Cloud,3,8511
Brazil,Armação de Búzios,Sherman,841,89790-000
China,Gengzhuang,Superior,60,
Indonesia,Tubuhue,Schmedeman,38,
Paraguay,Puerto Mayor Otaño,Dennis,1,
China,Haoping,Buena Vista,21416,
Philippines,Layog,Coleman,2,9610
Brazil,Passo Fundo,Esker,977,99000-000
Saudi Arabia,Al Hadā,Magdeline,7553,
Russia,Novokuybyshevsk,Talmadge,98808,446209
Benin,Banikoara,Magdeline,80,
Nigeria,Zuru,Oneill,8584,
Indonesia,Hariang,Banding,735,
Canada,Sechelt,Washington,82,K1B
Argentina,Coronel Suárez,Lillian,329,7541
Netherlands,Geldrop,Prentice,64719,5664
China,Sanyi,Doe Crossing,43,
China,Yushan,Bunting,2,
Czech Republic,Opařany,Mockingbird,51049,391 61
Ivory Coast,Agboville,Kim,37,
Somalia,Oodweyne,4th,7,
China,Zhulin,Sundown,32,
China,Gaohe,Pawling,405,
East Timor,Baucau,Anhalt,79441,
Sweden,Nyköping,Mallard,42682,611 93
Indonesia,Fatuhilik,Fordem,96,
Argentina,Mainque,Forest Run,9455,8326
Serbia,Banatska Topola,Sunbrook,232,
Belarus,Atolina,Hermina,486,
Indonesia,Kampungbaru,Valley Edge,394,
Portugal,Vila Nova de Milfontes,Gale,37,7645-215
Mexico,5 de Mayo,Oak,3,93350
China,Anjihai,Bashford,510,
Spain,Granada,Welch,95539,18010
China,Mandalt,Donald,4526,
Tajikistan,Norak,Toban,3982,
Indonesia,Putat Lor,Dorton,27006,
China,Lianghe,Gulseth,827,
Indonesia,Sadananya,Brown,49,
China,Chongqing,7th,7183,
Albania,Gjirokastër,Hovde,604,
Indonesia,Watulabara,Anhalt,50332,
Brazil,Salto,Jackson,82109,13320-000
Russia,Koygorodok,Clemons,129,168170
Colombia,Riosucio,Hovde,892,178057
Croatia,Ludbreg,Scofield,70808,42230
China,Wuci,Arkansas,74042,
France,Levallois-Perret,Londonderry,76,92684 CEDEX
Canada,Kugluktuk,Haas,90467,T5C
Ukraine,Blahodatne,Sunnyside,29977,
Greece,Agía Varvára,1st,143,
Mexico,Libertad,Elgar,19,83450
Colombia,El Peñol,Oak,3660,522088
Indonesia,Ngembak,Brown,27,
Philippines,Dualing,Hooker,3,1103
China,Shuitian,Linden,13,
Indonesia,Sukahening,Sachs,40153,
Benin,Dogbo,Dovetail,57305,
Russia,Burlatskoye,Hintze,46215,356401
China,Henghe,Clove,85,
United States,Garden Grove,Anniversary,98752,92645
Argentina,Bonpland,Moland,79,3234
Republic of the Congo,Nkayi,Buell,60332,
Uruguay,La Paz,Reindahl,488,
Indonesia,Krajan Sidodadi,Vera,17,
China,Baimaqiao,Killdeer,436,
China,Tielu,International,17,
Brazil,Guaçuí,Warrior,23147,29560-000
Indonesia,Aengceleng,Pearson,1,
Kazakhstan,Egindiköl,Glacier Hill,3721,
Japan,Narutō,Sherman,35,289-1343
Burkina Faso,Sapouy,Lakewood,99,
China,Fankeng,Straubel,62,
Poland,Stronie,Sherman,66,34-145
China,Ralung,Oneill,83,
Philippines,Santa Lucia,Calypso,10,2712
China,Jidong,Comanche,6,
Peru,Usicayos,Colorado,4076,
Portugal,Reriz,Karstens,5,3600-587
Portugal,Santa Cruz das Flores,Sugar,69788,9970-305
China,Huangbei,Miller,376,
United States,Fort Wayne,Dennis,58,46852
Iraq,Kufa,Myrtle,58090,
Indonesia,Ponggeok,Northridge,1167,
Bosnia and Herzegovina,Vukovije Donje,Lotheville,3711,
Peru,Choros,Melvin,8681,
Philippines,Gibato,Mccormick,23945,5005
Montenegro,Rožaje,Ryan,282,
China,Qukou,3rd,3,
China,Qinghe,Vidon,2436,
China,Tangkeng,Kedzie,7586,
Philippines,Alibunan,Garrison,4,5042
Greece,Ágio Pnévma,Packers,34,
Sweden,Växjö,Lake View,721,355 92
Indonesia,Cilated,Algoma,85,
Russia,Ramon’,Tony,84,396026
Sierra Leone,Jojoima,Ronald Regan,99984,
North Korea,Sinmak,Merchant,84799,
China,Tiandu,Stang,63,
China,Beijiang,8th,256,
Greece,Néa Filadélfeia,Annamark,7,
Mayotte,Sada,Milwaukee,6,97640
Poland,Rychtal,Sachs,7417,63-630
Russia,Североморск-3,Lunder,6,184606
Mexico,Benito Juarez,Waywood,969,29120
China,Mashan,Vahlen,999,
Kazakhstan,Kachar,Sachtjen,0,
China,Sanhe,Green Ridge,49596,
Indonesia,Mayong,Park Meadow,35,
Serbia,Aleksinac,Karstens,3,
Russia,Voznesenskoye,Fulton,763,607340
Argentina,Las Heras,Fremont,47,9017
Czech Republic,Postupice,Florence,602,257 01
Philippines,Matalam,Mcbride,7,9406
Sweden,Rönninge,Maple Wood,47859,144 40
Indonesia,Long Beluah,Muir,1231,
Sweden,Sjöbo,Banding,589,275 80
Greece,Kallithéa,Hooker,938,
China,Sanchang,Forest,34354,
China,Xiwanzi,Farwell,84,
Czech Republic,Velké Němčice,Montana,105,691 63
China,Laidian,Stoughton,140,
Argentina,Chorotis,Lyons,1,3733
China,Laohugang,Mosinee,9272,
Poland,Cisownica,Sheridan,210,43-450
China,Banqiao,Blackbird,4655,
Honduras,Jamalteca,Truax,4,
Greece,Pentéli,Raven,659,
France,Amiens,Spohn,34,80048 CEDEX 1
Indonesia,Bandungsari,Sugar,4013,
Brazil,Coari,Hoepker,68,69460-000
Brazil,Santa Cruz do Capibaribe,Old Shore,12,55190-000
Indonesia,Were,Toban,4,
Albania,Burrel,Schlimgen,4613,
Russia,Yubileyny,International,8,249087
Tunisia,Kairouan,Arrowood,3115,
Guatemala,Barberena,Buell,2,06002
Brazil,Freguesia do Ribeirao da Ilha,Graedel,9,38310-000
Russia,Rybatskoye,Glacier Hill,999,196851
Iran,Bābol,Schmedeman,392,
Philippines,San Agustin,Raven,980,8305
Japan,Kuragaki-kosugi,Dryden,6970,939-2759
Pakistan,Qila Abdullāh,Monument,7749,86201
China,Jianghai,Pepper Wood,82,
Poland,Jawornik Polski,Stone Corner,1044,37-232
Uzbekistan,Kattaqo’rg’on,Tennyson,938,
Canada,Morinville,Dexter,19,T8R
Indonesia,Kedungwringin,Bunting,4795,
France,Crépy-en-Valois,Lyons,27,60804 CEDEX
Colombia,Mistrató,Del Mar,20972,664028
Nigeria,Itu,Atwood,43,
Indonesia,Tagog,Pawling,753,
China,Jinli,Dixon,82,
Colombia,Miranda,Dunning,43,191529
Japan,Noshiro,Kim,98145,921-8804
United Kingdom,Brampton,Rieder,19739,NR34
Philippines,Marantao,Calypso,80136,9711
Colombia,Magangué,Jenifer,6,132527
Kazakhstan,Aqtoghay,Nevada,1992,
Colombia,Acacías,Logan,87,507009
Poland,Brzeźnica,Nobel,1,68-113
Russia,Krasnodar,Lyons,5,385129
China,Baiyang,Michigan,0,
China,Gaoshibei,Londonderry,749,
Indonesia,Kubang,Northfield,9,
Russia,Nyuksenitsa,Bartillon,597,161396
Philippines,Pateros,Stuart,69,1930
Dominican Republic,Jarabacoa,Sachtjen,32235,10801
Peru,Huaccana,Fairview,486,
Macedonia,Čelopek,Claremont,3678,1227
China,Licheng,Manufacturers,22697,
Russia,Plast,Oakridge,8,457031
Nigeria,Afikpo,Scoville,594,
Morocco,Rabat,Toban,9565,
Philippines,Narvacan,East,8791,2704
Indonesia,Medalem,Londonderry,1,
Russia,Verkhniy Baskunchak,Mayfield,868,416530
Nigeria,Owerri,Del Mar,2536,
Serbia,Lazarevac,Haas,7,
China,Hongqi,Dovetail,26,
China,Xinxikou,Esch,32,
Croatia,Sarvaš,Huxley,4192,31000
China,Zhenxi,Hoard,4,
Poland,Annopol,Grover,87372,23-235
Philippines,Piñahan,Sugar,61,1100
Switzerland,Basel,Cascade,5,4024
China,Shalang,Bayside,62,
Ireland,Castleblayney,Autumn Leaf,670,A75
China,Baojiadian,Anniversary,9,
Ivory Coast,Ferkessédougou,Bellgrove,8,
China,Xiaojiangba,Crownhardt,24808,
Yemen,Ḩabīl al Jabr,Forest,14,
China,Xiejia,Mayfield,90720,
Canada,Morinville,Fulton,4919,T8R
North Korea,Haeju,Michigan,922,
Sweden,Umeå,Westport,5975,907 04
France,Corbeil-Essonnes,Fisk,602,91104 CEDEX
Russia,Shchelkovo,Northland,993,306455
Papua New Guinea,Kainantu,Ridge Oak,63,
Malta,Żebbuġ,Oriole,3,ZBB
Argentina,El Carril,Golf View,9161,4421
Russia,Korenovsk,Eagle Crest,5585,353187
Mexico,Guadalupe Victoria,2nd,32,30414
Mexico,Reforma,Green,64205,32600
Bulgaria,Sozopol,Badeau,13,8131
Yemen,Ḩammām Damt,Sugar,79,
China,Guanghai,Graedel,2315,
Mexico,El Limon,Norway Maple,21314,63174
China,Jijiang,Fieldstone,0,
Kazakhstan,Shu,Scofield,18429,
Czech Republic,Uherský Ostroh,New Castle,38,687 24
Peru,Apongo,Brickson Park,5409,
United States,Toledo,Monica,826,43605
Pakistan,Khairpur Nathan Shāh,Killdeer,84256,79001
Russia,Kosino,Del Sol,14,612425
China,Luobuqiongzi,Maryland,86,
Turkmenistan,Mary,Hoffman,43764,
United States,Cincinnati,Buell,48253,45296
Pakistan,Khuzdār,Clarendon,2,37251
Russia,Rutul,Sloan,52,368700
China,Balin,Lillian,8,
China,Xinglongchang,Sachtjen,6,
Guatemala,Mataquescuintla,Bayside,4801,06005
Indonesia,Tapan,Badeau,90,
United States,Colorado Springs,Dorton,52,80945
Philippines,Napnapan,Express,35161,5021
Syria,Al Ḩajar al Aswad,Forest Run,1,
Philippines,Esperanza,Westridge,90,8513
China,Tangzhuang,Brickson Park,67,
Syria,Ma‘lūlā,Westridge,92,
Poland,Ośno Lubuskie,Golf Course,6285,69-220
Sri Lanka,Vavuniya,Garrison,7,43000
United States,Memphis,Pine View,8,38197
China,Baiyang,Meadow Vale,4228,
China,Daji,Bonner,745,
Hungary,Szolnok,Manufacturers,43,5009
China,Chengkou,Daystar,40443,
China,Shazhouba,Eastwood,147,
Philippines,Mabalacat,Ohio,94328,2010
Colombia,Sabaneta,Caliangt,5754,055457
China,Keyi,Caliangt,3,
Philippines,Tawan tawan,Dexter,6,8610
Czech Republic,Hanušovice,Maple,1,788 33
Indonesia,Puputan,Valley Edge,54518,
China,Efeng,Oxford,59,
China,Shiren,Vermont,2323,
Russia,Ruzayevka,Fordem,8914,431469
China,Wangping,Express,54324,
Indonesia,Banjarjo,Hallows,9,
Philippines,Masaraway,Maple,998,3714
Benin,Parakou,Bluestem,509,
China,Xiadong,Mallory,9,
China,Hongqi,Milwaukee,4,
Brazil,Viseu,Russell,82651,68620-000
France,Marseille,Garrison,80,13298 CEDEX 20
Ivory Coast,Daloa,Victoria,3000,
United States,Cincinnati,Superior,9843,45213
Mongolia,Javarthushuu,Wayridge,52016,
Dominican Republic,Pescadería,Birchwood,422,11207
France,Rambouillet,Saint Paul,92,78514 CEDEX
China,Dingzigu,Mitchell,0,
Philippines,Burgos,Spenser,74,8424
Guatemala,Champerico,4th,57693,11007
Ukraine,Chervonopartyzans’k,Oxford,4489,
United States,Albany,Carpenter,66234,12205
Yemen,Bayt ‘Adhāqah,Crest Line,479,
Finland,Reisjärvi,Brentwood,38,85900
Indonesia,Baratan,Morrow,23838,
China,Shiren,Crownhardt,77644,
Mexico,Buenavista,Northview,8,38796
China,Kunyang,Truax,55,
Brazil,Ferraz de Vasconcelos,Maywood,422,08500-000
Indonesia,Cibingbin,Starling,896,
Portugal,Castanheira do Campo,Doe Crossing,26,3025-511
Czech Republic,Nýřany,Granby,66,330 23
China,Tiechanggou,Golf,82,
Argentina,Plaza Huincul,Mariners Cove,4119,8318
Brazil,Arcos,Red Cloud,30,35588-000
Indonesia,Maliiha,Lighthouse Bay,50988,
Brazil,Bom Jesus da Lapa,Badeau,39,47600-000
China,Youludu Sibage,Gina,33709,
Brazil,Arapongas,Thackeray,17,86700-000
Brazil,São José de Mipibu,Londonderry,67,59162-000
Brazil,Matozinhos,Elka,13304,35720-000
Argentina,Campo Viera,Mayer,6,3362
Brazil,Rio das Pedras,Graedel,5,13390-000
Brazil,Pitanga,Di Loreto,10782,85200-000
Japan,Chitose,Dakota,1,990-0812
Sweden,Sollebrunn,Clyde Gallagher,49029,466 92
Indonesia,Munjungan,Mayfield,61,
France,Nancy,Hansons,8,54021 CEDEX
China,Cheping,Larry,0,
South Africa,Worcester,Haas,758,6870
Poland,Kańczuga,Jenifer,6,37-220
Japan,Shinshiro,Fuller,679,463-0056
Sweden,Burträsk,Morrow,74,937 91
Canada,Leduc,Waubesa,85,T9E
Philippines,Pasacao,Carpenter,0,4417
Tanzania,Misungwi,Anderson,46851,
China,Hexi,Fairfield,9301,
Egypt,Manfalūţ,Lukken,907,
Peru,Chiguirip,Acker,39795,
Canada,Varennes,Chive,4,J3X
Turkey,Yeniköy,Coolidge,9,61300
Western Sahara,Laâyoune / El Aaiún,Thierer,193,
China,Yingde’er,Autumn Leaf,34,
Poland,Pyrzyce,Michigan,3,74-200
Kazakhstan,Atyrau,Bonner,33869,
Poland,Czarna,Farragut,9,39-215
Russia,Staryye Atagi,Corben,1,366303
Gambia,Georgetown,Texas,74,
China,Dandai,Warbler,83345,
Indonesia,Karangbalong,South,742,
Venezuela,Valencia,Bobwhite,248,
Greece,Asopía,Truax,8924,
Thailand,Thung Khru,Forest,977,10140
Philippines,Pigcawayan,Oneill,147,9412
Malawi,Mangochi,Fairview,28251,
Colombia,Sabaneta,Bay,75716,055457
South Africa,Bronkhorstspruit,Heffernan,23900,1028
Philippines,Gambalidio,Service,8521,4025
Russia,Gorodishche,Prairieview,16,403003
Nigeria,Awgu,Hanson,8,
China,Hepu,North,7919,
Indonesia,Kabongan Kidul,Tennessee,2,
Portugal,Monte Redondo,Aberg,21,2565-522
China,Huangjingba,Charing Cross,181,
Afghanistan,Qal‘ah-ye Na‘īm,Weeping Birch,26,
Nigeria,Wamba,Doe Crossing,2184,
Peru,Yuyapichis,Nova,666,
Russia,Maslovka,Knutson,14506,394077
Georgia,Kveda Chkhorots’q’u,Dawn,51124,
Pakistan,Muzaffargarh,Clarendon,45,34201
Indonesia,Labuhantanggabesar,Crescent Oaks,11,
China,Fuliang,Magdeline,46921,
Afghanistan,Markaz-e Woluswalī-ye Āchīn,Jana,7003,
Zimbabwe,Hwange,7th,94,
Portugal,São Tomé,Cordelia,2,4795-549
Argentina,Avellaneda,Caliangt,676,5212
Comoros,Mtsamdou,American,808,
China,Ningxin,Dixon,7,
Brazil,Tanguá,Warbler,1,24890-000
Morocco,Aknoul,Dovetail,889,
Peru,San Lorenzo,Fairfield,760,
Philippines,Danao,Leroy,563,6344
China,Jiangcun,Bayside,591,
Russia,Novopokrovskaya,Pankratz,87476,353029
Philippines,Salimbalan,1st,92,8706
Croatia,Krasica,Farmco,5496,52460
Indonesia,Parigi,Meadow Ridge,8365,
Sweden,Alfta,Stoughton,84,822 30
Serbia,Bačka Topola,Golf,957,
Zimbabwe,Chivhu,Lotheville,395,
Syria,‘Ayn Ḩalāqīm,Sunfield,23865,
Greece,Asopós,Elmside,12,
Thailand,Bang Ban,Bartillon,7950,13250
Indonesia,Cikeper,Washington,8,
China,Taiping,Amoth,4,
Brazil,Sorocaba,Norway Maple,1,18000-000
Indonesia,Cikembang,Kenwood,58788,
Portugal,Ínfias,Caliangt,15,4815-075
Iraq,Balad,Gulseth,87194,
China,Renfengzhuang,Porter,4,
Saudi Arabia,Ţubarjal,Corry,7391,
United States,Los Angeles,Lighthouse Bay,3,90055
France,Cachan,Red Cloud,6684,94234 CEDEX
Tanzania,Naberera,Dryden,155,
Yemen,‘Amd,Lyons,6,
Vietnam,Tân Châu,Cambridge,3932,
Philippines,Bunol,Norway Maple,34615,3115
Russia,Magan,Golf View,90,677904
Philippines,Upi,Hayes,7,1630
Sweden,Stockholm,Clove,656,116 92
United Kingdom,Dean,Pleasure,4589,OX7
Sudan,Wagar,Bowman,49,
Indonesia,Baopukang,Schurz,9639,
Finland,Paltamo,Debra,365,88300
China,Fenghuang,Doe Crossing,0,
Albania,Bubullimë,Oakridge,9,
China,Wan’an,Dwight,5,
United States,Wilmington,Marcy,218,19805
Philippines,Caba,Maple,448,2502
Portugal,Igreja,South,56,4540-579
Sweden,Angered,Merry,4,424 10
Ireland,Ballymun,Oak,5928,D11
Colombia,Florencia,Pawling,61,195047
France,Champigny-sur-Marne,Orin,26,94504 CEDEX
Guatemala,San Antonio Suchitepéquez,Florence,65,10030
Sweden,Sundsvall,Cardinal,35,855 90
Indonesia,Cibaregbeg,Tennessee,34839,
Brazil,Ouricuri,Hermina,9,56200-000
Ukraine,Stari Bohorodchany,Kedzie,2,
Ukraine,Terpinnya,Wayridge,2,
South Africa,Glencoe,Elmside,8,2930
Sweden,Stockholm,East,5693,116 30
Argentina,Curuzú Cuatiá,Meadow Vale,127,3466
Portugal,Igreja,Hallows,22,5050-401
United States,Oakland,Colorado,354,94622
Sweden,Lerum,Luster,3,443 33
Mongolia,Bayasgalant,Myrtle,8446,
Brazil,Ceres,Bonner,65,76300-000
Argentina,Mattaldi,Sugar,8,6271
China,Kezilei,Golf Course,273,
China,Taoyuan,Farwell,2486,
China,Dongming,Green Ridge,6,
China,Yanglang,Muir,898,
Sweden,Stockholm,Eagan,41,121 29
Indonesia,Waihibar,Elgar,4131,
China,Taoyao,Acker,36632,
Canada,Salaberry-de-Valleyfield,David,782,J3Y
China,Xiaoguwei,Crest Line,51,
France,Antony,Buell,31,92762 CEDEX
Portugal,Santa Luzia,Mendota,3,9940-125
Peru,Pampas,Susan,699,
Indonesia,Gandong,Northview,1817,
China,Huangtian,Westend,513,
Bulgaria,Asen,Clemons,7,6151
Ukraine,Velykoploske,Little Fleur,79190,
Chile,Illapel,Helena,5,
Bosnia and Herzegovina,Skokovi,Laurel,4,
France,Orléans,Center,6201,45032 CEDEX 1
Sweden,Hagfors,Carberry,14,683 24
Philippines,Luksuhin,Kings,9748,4221
Moldova,Tiraspol,Talmadge,823,MD-3300
Argentina,Villa Santa Rita,Pawling,50,4600
China,Guanshui,Petterle,42,
China,Lhakangtang,Carioca,92,
China,Aiximan,Warner,30,
Philippines,Tinambac,Union,532,4426
Portugal,Belverde,Canary,5,2845-487
Indonesia,Mulandoro,Fordem,8,
Russia,Reshetnikovo,Becker,96,141667
France,Suresnes,Debra,4,92154 CEDEX
Albania,Sevaster,Messerschmidt,9,
Greece,Asopós,Hagan,871,
Russia,Primorskiy,Mcbride,914,692769
Portugal,Bertelhe,Green Ridge,2,3505-143
China,Sandaotong,Dahle,413,
Russia,Lyubokhna,Division,36,242622
Latvia,Bolderaja,Lillian,68,
South Africa,Boshof,Onsgard,5,8340
Uganda,Soroti,Grayhawk,5038,
Philippines,Las Piñas,Forest,8310,1752
Finland,Köyliö,Lillian,1658,27860
Peru,Chumpi,Ronald Regan,50760,
Indonesia,Depok,Calypso,9554,
France,Ajaccio,Katie,5370,20195 CEDEX 1
Cyprus,Kato Pyrgos,Mccormick,5,
Philippines,Calape,Wayridge,6,6328
Portugal,Soutinho,Sachs,119,4650-530
"Bonaire, Saint Eustatius and Saba ",Oranjestad,Northview,82,
Russia,Ursk,1st,35,242467
Russia,Untolovo,Mockingbird,652,431783
Panama,La Peña,Meadow Valley,24647,
Mongolia,Tsul-Ulaan,Spaight,3149,
Mexico,Emiliano Zapata,Del Sol,4824,61607
Portugal,Alcains,Bonner,4933,6005-005
France,Strasbourg,Alpine,1807,67024 CEDEX 1
Philippines,Santa Fe,Holy Cross,59588,6513
China,Shihuiyao,Dayton,1,
Ukraine,Krasnotorka,Ruskin,60608,
Saint Kitts and Nevis,Trinity,Dawn,94373,
United States,Corpus Christi,Esker,5004,78405
Bosnia and Herzegovina,Nevesinje,Morningstar,558,
China,Zouma,Carpenter,4842,
Spain,Donostia-San Sebastian,Macpherson,217,20015
Japan,Sōja,John Wall,967,719-1171
Indonesia,Mulyoagung,Porter,57198,
China,Xinshiba,Northland,2,
China,Fuhe,Miller,88,
China,Xinfa,Melrose,2,
Portugal,Fornelos,Lindbergh,0,5030-213
Kazakhstan,Talghar,Hayes,56,
Kazakhstan,Shchūchīnsk,Carberry,9224,
Cuba,Ciego de Ávila,Morningstar,638,
China,Zhangpu,Gulseth,65,
Brazil,Ilhéus,Monterey,39,45650-000
Russia,Nakhabino,Little Fleur,6576,433532
Canada,Notre-Dame-des-Prairies,Cody,56298,K6V
Indonesia,Parlilitan,Dennis,0,
China,Luxi,Arkansas,2,
Yemen,Ḩarīb,Londonderry,18123,
Portugal,Chãos,Goodland,10,4960-160
Russia,Shcherbinka,Ruskin,656,142720
Colombia,Pasto,Farmco,8542,520039
Brazil,Costeira do Pirajubae,Clemons,6,88000-000
China,Zaoxi,Gerald,150,
