,id,artist,artistRole,artistId,title,medium,creditLine,year,acquisitionYear,dimensions,width,height,depth,units,inscription,thumbnailCopyright,thumbnailUrl,url
233,47225,"Turner, Joseph Mallord William",artist,558,Canal Barge,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1824.0,1856.0,support: 118 x 78 mm,118.0,78.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D19/D19872_8.jpg,http://www.tate.org.uk/art/artworks/turner-canal-barge-d19872
234,53698,"Turner, Joseph Mallord William",artist,558,"Stirling: Mars Works, the Parish Church and Cowane’s Hospital",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1834.0,1856.0,support: 190 x 113 mm,190.0,113.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26361_8.jpg,http://www.tate.org.uk/art/artworks/turner-stirling-mars-works-the-parish-church-and-cowanes-hospital-d26361
235,19946,"Turner, Joseph Mallord William",after,558,"Coteaux de Mauves, engraved by R. Wallis",Engraving on paper,Transferred from the British Museum 1988,1833.0,1988.0,,,,,,,,http://www.tate.org.uk/art/images/work/T/T06/T06218_8.jpg,http://www.tate.org.uk/art/artworks/turner-coteaux-de-mauves-engraved-by-r-wallis-t06218
236,32993,"Turner, Joseph Mallord William",artist,558,Blank,,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 258 x 150 mm,258.0,150.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D05/D05601_8.jpg,http://www.tate.org.uk/art/artworks/turner-blank-d05601
237,15618,"Tyson, Ian",artist,2081,23rd Light Poem 7th Poem for Larry Eigner 15 January 1969,Screenprint on paper,Presented by Tetrad Press through the Institute of Contemporary Prints 1975,1970.0,1975.0,image: 305 x 508 mm,305.0,508.0,,mm,,© Ian Tyson,http://www.tate.org.uk/art/images/work/P/P01/P01697_8.jpg,http://www.tate.org.uk/art/artworks/tyson-23rd-light-poem-7th-poem-for-larry-eigner-15-january-1969-p01697
238,28681,"Turner, Joseph Mallord William",artist,558,Dynevor Castle and the Valley of the Tywi,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1798.0,1856.0,support: 332 x 225 mm,332.0,225.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D01/D01272_8.jpg,http://www.tate.org.uk/art/artworks/turner-dynevor-castle-and-the-valley-of-the-tywi-d01272
239,38153,"Turner, Joseph Mallord William",artist,558,"A River Scene, Probably on the Thames near London",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1815.0,1856.0,support: 102 x 160 mm,102.0,160.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D10/D10778_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-river-scene-probably-on-the-thames-near-london-d10778
240,12469,"Richards, Ceri",artist,1836,The Author’s Prologue,Lithograph on paper,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,1965.0,1975.0,image: 593 x 815 mm,593.0,815.0,,mm,date inscribed,"© The estate of Ceri Richards. All Rights Reserved, DACS 2014",http://www.tate.org.uk/art/images/work/P/P06/P06474_8.jpg,http://www.tate.org.uk/art/artworks/richards-the-authors-prologue-p06474
241,25587,"Barlow, Francis",after,20,[title not known],Engraving and etching on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,image: 125 x 186 mm,125.0,186.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T11/T11266_8.jpg,http://www.tate.org.uk/art/artworks/barlow-title-not-known-t11266
242,56599,"Turner, Joseph Mallord William",artist,558,"?The Croix du Nivolet Ridge above Chambéry, from the North-West near the Lac du Bourget",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1836.0,1856.0,support: 104 x 148 mm,104.0,148.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D29/D29331_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-croix-du-nivolet-ridge-above-chambery-from-the-north-west-near-the-lac-du-d29331
243,1973,"Canin, Martin",artist,855,Untitled,Screenprint on paper,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,1969.0,1975.0,image: 432 x 559 mm,432.0,559.0,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/canin-untitled-p04072
244,41033,"Turner, Joseph Mallord William",artist,558,Linlithgow Palace and St Michael’s Church,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1818.0,1856.0,support: 112 x 186 mm,112.0,186.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D13/D13666_8.jpg,http://www.tate.org.uk/art/artworks/turner-linlithgow-palace-and-st-michaels-church-d13666
245,60806,"Turner, Joseph Mallord William",artist,558,Lake Como,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1841.0,1856.0,support: 231 x 331 mm,231.0,331.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D33/D33635_8.jpg,http://www.tate.org.uk/art/artworks/turner-lake-como-d33635
246,31400,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1799.0,1856.0,support: 215 x 138 mm,215.0,138.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d04005
247,53378,"Turner, Joseph Mallord William",artist,558,Sir Walter Scott’s Study at Abbotsford,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1831.0,1856.0,support: 113 x 185 mm,113.0,185.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26041_8.jpg,http://www.tate.org.uk/art/artworks/turner-sir-walter-scotts-study-at-abbotsford-d26041
248,12382,"Turner, Joseph Mallord William",artist,558,"Flounder Fishing, Battersea",Etching and mezzotint engraving on paper,Presented by A. Acland Allen through the Art Fund 1925,,1925.0,image: 179 x 253 mm,179.0,253.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A01/A01157_8.jpg,http://www.tate.org.uk/art/artworks/turner-flounder-fishing-battersea-a01157
249,17031,"Turner, Joseph Mallord William",after,558,Folkestone,Intaglio print on paper,Purchased 1988,1826.0,1988.0,image: 151 x 245 mm,151.0,245.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T05/T05254_8.jpg,http://www.tate.org.uk/art/artworks/turner-folkestone-t05254
250,88058,"Merz, Mario",artist,1623,Untitled (A Real Sum is a Sum of People),"10 photographs, gelatin silver print on paper and neon lights",Presented by Tate Members 2006,1972.0,2006.0,"image, each: 260 x 260 mm overall display dimensions variable",,,,,,© Fondazione Merz,http://www.tate.org.uk/art/images/work/T/T12/T12192_8.jpg,http://www.tate.org.uk/art/artworks/merz-untitled-a-real-sum-is-a-sum-of-people-t12192
251,33441,"Turner, Joseph Mallord William",artist,558,Four Field Hands with Scythes,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1807.0,1856.0,support: 92 x 163 mm,92.0,163.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D06/D06050_8.jpg,http://www.tate.org.uk/art/artworks/turner-four-field-hands-with-scythes-d06050
252,80,"Rego, Paula",artist,1823,"The Betrothal: Lessons: The Shipwreck, after ‘Marriage a la Mode’ by Hogarth","3 works on paper, pastel, mounted onto aluminium",Purchased with assistance from the Art Fund and the Gulbenkian Foundation 2002,1999.0,2002.0,displayed: 1650 x 5000 mm,1650.0,5000.0,,mm,,© Paula Rego,http://www.tate.org.uk/art/images/work/T/T07/T07919_8.jpg,http://www.tate.org.uk/art/artworks/rego-the-betrothal-lessons-the-shipwreck-after-marriage-a-la-mode-by-hogarth-t07919
253,34145,"Turner, Joseph Mallord William",artist,558,A Barge and a Fishing Boat,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1808.0,1856.0,support: 76 x 115 mm,76.0,115.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D06/D06755_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-barge-and-a-fishing-boat-d06755
254,50545,"Turner, Joseph Mallord William",artist,558,Angers: Panorama of the City from down River; Top: Château across to Right Bank of the Maine; Middle: The Basse Chaine and the Tower of La Trinité up to the Ramparts; Below: A Building Close to the Basse Chaine,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1826.0,1856.0,support: 170 x 110 mm,170.0,110.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D23/D23208_8.jpg,http://www.tate.org.uk/art/artworks/turner-angers-panorama-of-the-city-from-down-river-top-chateau-across-to-right-bank-of-the-d23208
255,24365,"Chinnery, George",artist,92,[title not known],Graphite and ink on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 179 x 221 mm,179.0,221.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T08/T08798_8.jpg,http://www.tate.org.uk/art/artworks/chinnery-title-not-known-t08798
256,57825,"Turner, Joseph Mallord William",artist,558,The Heimbach and Niederheimbach,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1840.0,1856.0,support: 170 x 104 mm,170.0,104.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D30/D30575_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-heimbach-and-niederheimbach-d30575
257,22395,"Chatelain, Jean Baptiste Claude",artist,2222,Landscape Composition with Church on the Right,"Graphite, watercolour and ink on paper",Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 168 x 225 mm,168.0,225.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T09/T09531_8.jpg,http://www.tate.org.uk/art/artworks/chatelain-landscape-composition-with-church-on-the-right-t09531
258,49223,"Turner, Joseph Mallord William",artist,558,Fortress on Mountain,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1828.0,1856.0,support: 71 x 88 mm,71.0,88.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D21/D21882_8.jpg,http://www.tate.org.uk/art/artworks/turner-fortress-on-mountain-d21882
259,52542,"Turner, Joseph Mallord William",artist,558,?Devonport Docks,Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1828.0,1856.0,support: 312 x 489 mm,312.0,489.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D25/D25205_8.jpg,http://www.tate.org.uk/art/artworks/turner-devonport-docks-d25205
260,32866,"Turner, Joseph Mallord William",artist,558,Blank,,Accepted by the nation as part of the Turner Bequest 1856,1805.0,1856.0,support: 114 x 184 mm,114.0,184.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d05474
261,3473,"Daniell, William",artist,138,"Castles Sinclair & Girnigo, Caithness",Aquatint on paper,Presented by Tate Gallery Publications 1979,1814.0,1979.0,image: 162 x 241 mm,162.0,241.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T02/T02878_8.jpg,http://www.tate.org.uk/art/artworks/daniell-castles-sinclair-girnigo-caithness-t02878
262,38424,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1816.0,1856.0,support: 154 x 96 mm,154.0,96.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d11049
263,28442,"Turner, Joseph Mallord William",artist,558,"Crummock Water, from Road above the North End of the Lake, Looking South to Rannderdale Knotts (Left) with Red Pike in Mist to Right",Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1797.0,1856.0,support: 368 x 262 mm,368.0,262.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D01/D01031_8.jpg,http://www.tate.org.uk/art/artworks/turner-crummock-water-from-road-above-the-north-end-of-the-lake-looking-south-to-d01031
264,39249,"Turner, Joseph Mallord William",artist,558,Blank,,Accepted by the nation as part of the Turner Bequest 1856,1816.0,1856.0,support: 149 x 93 mm,149.0,93.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d11875
265,56829,"Turner, Joseph Mallord William",artist,558,Sisteron,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1835.0,1856.0,support: 146 x 103 mm,146.0,103.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D29/D29566_8.jpg,http://www.tate.org.uk/art/artworks/turner-sisteron-d29566
266,47393,"Turner, Joseph Mallord William",artist,558,Harbour,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1824.0,1856.0,support: 118 x 78 mm,118.0,78.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D20/D20041_8.jpg,http://www.tate.org.uk/art/artworks/turner-harbour-d20041
267,55257,"Turner, Joseph Mallord William",artist,558,New College,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1834.0,1856.0,support: 145 x 235 mm,145.0,235.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D27/D27938_8.jpg,http://www.tate.org.uk/art/artworks/turner-new-college-d27938
268,25271,British (?) School,artist,2638,[title not known],Lithograph on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,image: 51 x 72 mm,51.0,72.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T11/T11317_8.jpg,http://www.tate.org.uk/art/artworks/british-school-title-not-known-t11317
269,21293,"Gabo, Naum",artist,1137,Model for ‘Constructed Torso’,Cardboard,Accepted by HM Government in lieu of tax and allocated to the Tate Gallery 1995,1917.0,1995.0,object: 395 x 290 x 160 mm,395.0,290.0,160.0,mm,,"The Work of Naum Gabo © Nina & Graham Williams/Tate, London 2014",http://www.tate.org.uk/art/images/work/T/T06/T06972_8.jpg,http://www.tate.org.uk/art/artworks/gabo-model-for-constructed-torso-t06972
270,1153,"Blake, William",artist,39,An Allegory of the Bible. Verso: The Shins of an Écorché Male Figure,"Graphite, ink and watercolour on paper. Verso: graphite on paper",Bequeathed by Miss Rachel M. Dyer 1969,1780.0,1969.0,support: 615 x 349 mm ,615.0,349.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T01/T01128_8.jpg,http://www.tate.org.uk/art/artworks/blake-an-allegory-of-the-bible-verso-the-shins-of-an-ecorche-male-figure-t01128
271,26537,"Coldwell, Paul",artist,2688,[title not known],Lithograph on paper,Purchased 1999,1998.0,1999.0,image: 275 x 397 mm,275.0,397.0,,mm,,© Paul Coldwell,http://www.tate.org.uk/art/images/work/P/P78/P78277_8.jpg,http://www.tate.org.uk/art/artworks/coldwell-title-not-known-p78277
272,22971,"Haden, Sir Francis Seymour",artist,230,"Portrait Study, a Head of a Man",Chalk on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1872.0,1997.0,support: 175 x 124 mm,175.0,124.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T09/T09444_8.jpg,http://www.tate.org.uk/art/artworks/haden-portrait-study-a-head-of-a-man-t09444
273,28001,"Turner, Joseph Mallord William",artist,558,Bishop and Clerks Rocks,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1795.0,1856.0,support: 203 x 264 mm,203.0,264.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D00/D00586_8.jpg,http://www.tate.org.uk/art/artworks/turner-bishop-and-clerks-rocks-d00586
274,14104,"Sydney, Berenice",artist,2017,Small Garden,Intaglio print on paper,Presented by the artist through the Institute of Contemporary Prints 1975,1969.0,1975.0,image: 178 x 178 mm,178.0,178.0,,mm,date inscribed,© The estate of Bernice Sydney,http://www.tate.org.uk/art/images/work/P/P01/P01610_8.jpg,http://www.tate.org.uk/art/artworks/sydney-small-garden-p01610
275,11475,"Pasmore, Victor",artist,1744,Synthetic Construction (White and Black),"Oil paint on plastic laminate, PVC and wood",Presented by the artist 1966,1965.0,1966.0,object: 1226 x 1226 x 273 mm,1226.0,1226.0,273.0,mm,,© Tate,http://www.tate.org.uk/art/images/work/T/T00/T00784_8.jpg,http://www.tate.org.uk/art/artworks/pasmore-synthetic-construction-white-and-black-t00784
276,85269,"Tillmans, Wolfgang",artist,2747,The Cock (kiss),"Photograph, colour, Chromogenic print, on paper",Presented by Tate Patrons 2007,2002.0,2007.0,image: 300 x 400 mm,300.0,400.0,,mm,,,,http://www.tate.org.uk/art/artworks/tillmans-the-cock-kiss-p79302
277,7369,"Jones, George",artist,300,[title not known],Ink on paper,Presented by the artist's widow 1888,,1888.0,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00339_8.jpg,http://www.tate.org.uk/art/artworks/jones-title-not-known-a00339
278,26840,"Hirst, Damien",artist,2308,Liver Bacon Onions,Screenprint on paper,Presented by Charles Booth-Clibborn to mark the opening of Tate Modern and Tate Britain 1999,1999.0,1999.0,image: 1495 x 505 mm frame: 1647 x 1130 x 36 mm,1495.0,505.0,,mm,,© Damien Hirst and Science Ltd. ,http://www.tate.org.uk/art/images/work/P/P11/P11646_8.jpg,http://www.tate.org.uk/art/artworks/hirst-liver-bacon-onions-p11646
279,4480,"Flanagan, Barry",artist,1100,Hare and Helmet II,Bronze,Presented by the Sainsbury Charitable Fund through the Friends of the Tate Gallery 1981,1981.0,1981.0,object: 1260 x 521 x 610 mm,1260.0,521.0,610.0,mm,,"© The estate of Barry Flanagan, courtesy Plubronze Ltd",http://www.tate.org.uk/art/images/work/T/T03/T03267_8.jpg,http://www.tate.org.uk/art/artworks/flanagan-hare-and-helmet-ii-t03267
280,32482,"Turner, Joseph Mallord William",artist,558,The Ruins of a Castle,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1801.0,1856.0,support: 255 x 164 mm,255.0,164.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D05/D05090_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-ruins-of-a-castle-d05090
281,24354,"Chinnery, George",artist,92,[title not known],Ink and watercolour on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 211 x 289 mm,211.0,289.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T08/T08787_8.jpg,http://www.tate.org.uk/art/artworks/chinnery-title-not-known-t08787
282,3594,"Daniell, William",artist,138,"Salcombe, Devon",Aquatint on paper,Presented by Tate Gallery Publications 1979,1814.0,1979.0,image: 162 x 241 mm,162.0,241.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T02/T02999_8.jpg,http://www.tate.org.uk/art/artworks/daniell-salcombe-devon-t02999
283,4186,"Eurich, Richard",artist,1071,Beach with Bathers,Oil paint on board,Presented by the Trustees of the Chantrey Bequest 1981,1969.0,1981.0,support: 406 x 1219 mm frame: 562 x 1375 x 48 mm,406.0,1219.0,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/eurich-beach-with-bathers-t03217
284,35557,"Turner, Joseph Mallord William",artist,558,Isis,Watercolour on paper,Bequeathed by Henry Vaughan 1900,1810.0,1856.0,support: 209 x 302 mm,209.0,302.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D08/D08168_8.jpg,http://www.tate.org.uk/art/artworks/turner-isis-d08168
285,38095,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1815.0,1856.0,support: 160 x 112 mm,160.0,112.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d10720
286,29171,"Turner, Joseph Mallord William",artist,558,Study of Clouds in Front of the Sun,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1798.0,1856.0,support: 174 x 125 mm,174.0,125.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D01/D01766_8.jpg,http://www.tate.org.uk/art/artworks/turner-study-of-clouds-in-front-of-the-sun-d01766
287,9165,"Mahoney, Charles",artist,1554,Study for ‘Adam and Eve’,"Graphite, ink and watercolour on paper",Presented by the artist's widow 1976,1936.0,1976.0,support: 403 x 270 mm,403.0,270.0,,mm,,© The estate of Charles Mahoney,http://www.tate.org.uk/art/images/work/T/T02/T02091_8.jpg,http://www.tate.org.uk/art/artworks/mahoney-study-for-adam-and-eve-t02091
288,46061,"Turner, Joseph Mallord William",artist,558,"A Pageant on the River, at London Bridge",Watercolour on paper,Accepted by the nation as part of the Turner Bequest 1856,1825.0,1856.0,support: 113 x 187 mm,113.0,187.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D18/D18708_8.jpg,http://www.tate.org.uk/art/artworks/turner-a-pageant-on-the-river-at-london-bridge-d18708
289,54672,"Turner, Joseph Mallord William",artist,558,Ramsgate,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1832.0,1856.0,support: 206 x 86 mm,206.0,86.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D27/D27337_8.jpg,http://www.tate.org.uk/art/artworks/turner-ramsgate-d27337
290,8807,"Lim, Kim",artist,1512,Woodcut Blue,Woodcut on paper,Presented by the artist 1977,1974.0,1977.0,image: 254 x 511 mm,254.0,511.0,,mm,date inscribed,,,http://www.tate.org.uk/art/artworks/lim-woodcut-blue-p02440
291,54017,"Turner, Joseph Mallord William",artist,558,Distant View of Ben Lomond from the West,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1834.0,1856.0,support: 118 x 184 mm,118.0,184.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D26/D26680_8.jpg,http://www.tate.org.uk/art/artworks/turner-distant-view-of-ben-lomond-from-the-west-d26680
292,112243,"Arnatt, Keith",artist,666,Rejected Proposal for the Peter Stuyvesant ‘City Sculpture Project’ (For Cardiff City),"Photograph, black and white on paper",Transferred from Tate Archive 2010 ,1972.0,2011.0,image: 610 x 530 mm,610.0,530.0,,mm,,,,http://www.tate.org.uk/art/artworks/arnatt-rejected-proposal-for-the-peter-stuyvesant-city-sculpture-project-for-cardiff-city-p13141
293,22101,"Langlands and Bell, Ben and Nikki",artist,2599,"Great Mosque, Samarra, Iraq",Blind embossed print on paper,Purchased 1997,1996.0,1997.0,image: 760 x 720 mm frame: 865 x 825 x 37 mm,760.0,720.0,,mm,,© Langlands and Bell,http://www.tate.org.uk/art/images/work/P/P78/P78030_8.jpg,http://www.tate.org.uk/art/artworks/langlands-and-bell-great-mosque-samarra-iraq-p78030
294,25925,British (?) School,artist,2638,"Norwich Castle, Norfolk",Etching and engraving on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1784.0,1997.0,image: 103 x 151 mm,103.0,151.0,,mm,date inscribed,,http://www.tate.org.uk/art/images/work/T/T11/T11692_8.jpg,http://www.tate.org.uk/art/artworks/british-school-norwich-castle-norfolk-t11692
295,5656,"Green, Alan",artist,1212,3. Grey on 180°,Lithograph on paper,Presented by the Artist and Annely Juda Fine Art 1978,1977.0,1978.0,image: 660 x 665 mm,660.0,665.0,,mm,date inscribed,© Alan Green,http://www.tate.org.uk/art/images/work/P/P01/P01858_8.jpg,http://www.tate.org.uk/art/artworks/green-3-grey-on-180-p01858
296,32656,"Turner, Joseph Mallord William",artist,558,Blank,,Accepted by the nation as part of the Turner Bequest 1856,1804.0,1856.0,support: 166 x 112 mm,166.0,112.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d05264
297,28415,"Turner, Joseph Mallord William",artist,558,Wakefield Bridge and Chapel Front,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1797.0,1856.0,support: 368 x 262 mm,368.0,262.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D01/D01004_8.jpg,http://www.tate.org.uk/art/artworks/turner-wakefield-bridge-and-chapel-front-d01004
298,16487,"Wunderlich, Paul",artist,2173,[title not known: from the book ‘Paul Wunderlich’ by Jens Christian Jensen],Lithograph on paper,Transferred from the Library 1981,1980.0,1981.0,image: 143 x 114 mm,143.0,114.0,,mm,,,,http://www.tate.org.uk/art/artworks/wunderlich-title-not-known-from-the-book-paul-wunderlich-by-jens-christian-jensen-p08180
299,39928,"Turner, Joseph Mallord William",artist,558,[inscriptions by Turner],Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1817.0,1856.0,support: 56 x 106 mm,56.0,106.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D12/D12560_8.jpg,http://www.tate.org.uk/art/artworks/turner-inscriptions-by-turner-d12560
300,37431,"Turner, Joseph Mallord William",artist,558,Figurehead and Three-Quarter Back View of a Man-of-War,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1814.0,1856.0,support: 119 x 82 mm,119.0,82.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D10/D10053_8.jpg,http://www.tate.org.uk/art/artworks/turner-figurehead-and-three-quarter-back-view-of-a-man-of-war-d10053
301,55203,"Turner, Joseph Mallord William",artist,558,The Conflagration,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1834.0,1856.0,support: 160 x 104 mm,160.0,104.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D27/D27884_8.jpg,http://www.tate.org.uk/art/artworks/turner-the-conflagration-d27884
302,60434,"Turner, Joseph Mallord William",artist,558,View of Town,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1841.0,1856.0,support: 175 x 107 mm,175.0,107.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D33/D33257_8.jpg,http://www.tate.org.uk/art/artworks/turner-view-of-town-d33257
303,34499,"Turner, Joseph Mallord William",artist,558,Blank,,Accepted by the nation as part of the Turner Bequest 1856,1808.0,1856.0,support: 108 x 185 mm,108.0,185.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d07109
304,1743,"Burne-Jones, Sir Edward Coley, Bt",artist,68,Sketch of Two Seated Figures: ‘Chant d’Amour’,Graphite on paper,Bequeathed by J.R. Holliday 1927,1862.0,1927.0,support: 190 x 303 mm,190.0,303.0,,mm,,,http://www.tate.org.uk/art/images/work/A/A00/A00109_8.jpg,http://www.tate.org.uk/art/artworks/burne-jones-sketch-of-two-seated-figures-chant-damour-a00109
305,52427,"Turner, Joseph Mallord William",artist,558,[title not known],Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 144 x 191 mm,144.0,191.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D25/D25090_8.jpg,http://www.tate.org.uk/art/artworks/turner-title-not-known-d25090
306,49675,"Turner, Joseph Mallord William",artist,558,Blank,,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 78 x 108 mm,78.0,108.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D22/D22337_8.jpg,http://www.tate.org.uk/art/artworks/turner-blank-d22337
307,48442,"Turner, Joseph Mallord William",artist,558,Ruins,Graphite on paper,Accepted by the nation as part of the Turner Bequest 1856,1828.0,1856.0,support: 145 x 111 mm,145.0,111.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D21/D21099_8.jpg,http://www.tate.org.uk/art/artworks/turner-ruins-d21099
308,52300,"Turner, Joseph Mallord William",artist,558,"Evreux: A Street, with the Spires of the Cathedral of Notre-Dame","Gouache, pen and ink and graphite on paper",Accepted by the nation as part of the Turner Bequest 1856,1827.0,1856.0,support: 194 x 140 mm,194.0,140.0,,mm,,,http://www.tate.org.uk/art/images/work/D/D24/D24963_8.jpg,http://www.tate.org.uk/art/artworks/turner-evreux-a-street-with-the-spires-of-the-cathedral-of-notre-dame-d24963
309,23382,"Pocock, Nicholas",artist,427,Snowdon on the Bangor Road about 7 Miles form Carnarvon. Verso: Sketch,Graphite and watercolour on paper. Verso: graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997.0,support: 176 x 256 mm,176.0,256.0,,mm,,,http://www.tate.org.uk/art/images/work/T/T09/T09351_8.jpg,http://www.tate.org.uk/art/artworks/pocock-snowdon-on-the-bangor-road-about-7-miles-form-carnarvon-verso-sketch-t09351
310,50166,"Turner, Joseph Mallord William",artist,558,[blank],,Accepted by the nation as part of the Turner Bequest 1856,1830.0,1856.0,support: 68 x 110 mm,68.0,110.0,,mm,,,,http://www.tate.org.uk/art/artworks/turner-blank-d22829
